2023-06-09 02:04:39,716 INFO    StreamThr :97391 [internal.py:wandb_internal():86] W&B internal server running at pid: 97391, started at: 2023-06-09 02:04:39.716206
2023-06-09 02:04:39,718 DEBUG   HandlerThread:97391 [handler.py:handle_request():144] handle_request: status
2023-06-09 02:04:39,725 INFO    WriterThread:97391 [datastore.py:open_for_write():85] open: /Users/toph/Documents/Private/GitHub/MLOps-Zoomcamp/wandb/run-20230609_020439-gdodl6p9/run-gdodl6p9.wandb
2023-06-09 02:04:39,725 DEBUG   SenderThread:97391 [sender.py:send():369] send: header
2023-06-09 02:04:39,737 DEBUG   SenderThread:97391 [sender.py:send():369] send: run
2023-06-09 02:04:40,129 INFO    SenderThread:97391 [dir_watcher.py:__init__():211] watching files in: /Users/toph/Documents/Private/GitHub/MLOps-Zoomcamp/wandb/run-20230609_020439-gdodl6p9/files
2023-06-09 02:04:40,129 INFO    SenderThread:97391 [sender.py:_start_run_threads():1100] run started: gdodl6p9 with start time 1686269079.72048
2023-06-09 02:04:40,129 DEBUG   SenderThread:97391 [sender.py:send_request():396] send_request: summary_record
2023-06-09 02:04:40,130 INFO    SenderThread:97391 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-09 02:04:40,137 DEBUG   HandlerThread:97391 [handler.py:handle_request():144] handle_request: check_version
2023-06-09 02:04:40,138 DEBUG   SenderThread:97391 [sender.py:send_request():396] send_request: check_version
2023-06-09 02:04:40,289 DEBUG   HandlerThread:97391 [handler.py:handle_request():144] handle_request: run_start
2023-06-09 02:04:40,297 DEBUG   HandlerThread:97391 [system_info.py:__init__():31] System info init
2023-06-09 02:04:40,297 DEBUG   HandlerThread:97391 [system_info.py:__init__():46] System info init done
2023-06-09 02:04:40,297 INFO    HandlerThread:97391 [system_monitor.py:start():181] Starting system monitor
2023-06-09 02:04:40,297 INFO    SystemMonitor:97391 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-09 02:04:40,297 INFO    HandlerThread:97391 [system_monitor.py:probe():201] Collecting system info
2023-06-09 02:04:40,298 INFO    SystemMonitor:97391 [interfaces.py:start():190] Started cpu monitoring
2023-06-09 02:04:40,298 INFO    SystemMonitor:97391 [interfaces.py:start():190] Started disk monitoring
2023-06-09 02:04:40,298 DEBUG   HandlerThread:97391 [system_info.py:probe():195] Probing system
2023-06-09 02:04:40,298 INFO    SystemMonitor:97391 [interfaces.py:start():190] Started gpuapple monitoring
2023-06-09 02:04:40,299 INFO    SystemMonitor:97391 [interfaces.py:start():190] Started memory monitoring
2023-06-09 02:04:40,302 INFO    SystemMonitor:97391 [interfaces.py:start():190] Started network monitoring
2023-06-09 02:04:40,306 DEBUG   HandlerThread:97391 [system_info.py:_probe_git():180] Probing git
2023-06-09 02:04:40,322 DEBUG   HandlerThread:97391 [system_info.py:_probe_git():188] Probing git done
2023-06-09 02:04:40,322 DEBUG   HandlerThread:97391 [system_info.py:probe():240] Probing system done
2023-06-09 02:04:40,322 DEBUG   HandlerThread:97391 [system_monitor.py:probe():210] {'os': 'macOS-13.2.1-arm64-arm-64bit', 'python': '3.11.3', 'heartbeatAt': '2023-06-09T00:04:40.298927', 'startedAt': '2023-06-09T00:04:39.701421', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'mlops-wandb_experiment-tracking', '--wandb_entity', 'chweber', '--data_artifact', 'chweber/mlops-wandb_experiment-tracking/NYC-Taxi:v0'), 'state': 'running', 'program': '/Users/toph/Documents/Private/GitHub/MLOps-Zoomcamp/sweep.py', 'codePath': 'sweep.py', 'git': {'remote': 'https://github.com/chweber/MLOps-Zoomcamp.git', 'commit': '0472cc04f06b8a13ad792ae3fa6a5194fdb6adb7'}, 'email': 'info.cweber@googlemail.com', 'root': '/Users/toph/Documents/Private/GitHub/MLOps-Zoomcamp', 'host': 'MBPvonChristoph.nachbar.home.cats.rocks', 'username': 'toph', 'executable': '/opt/homebrew/anaconda3/envs/mlops_zoomcamp/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 926.3517189025879, 'used': 11.954265594482422}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-06-09 02:04:40,322 INFO    HandlerThread:97391 [system_monitor.py:probe():211] Finished collecting system info
2023-06-09 02:04:40,322 INFO    HandlerThread:97391 [system_monitor.py:probe():214] Publishing system info
2023-06-09 02:04:40,323 DEBUG   HandlerThread:97391 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
